Chrom	Start	End	Bailey	C431	C99R	CC41	CC477	CC812	Florida07	GA12Y	GPNCWS17	Georganic	IAC322	ICG1471	Lariat	Marc1	NC94022	NMVal.1	NMVal.2	TifNV	York
chr01	2790000	2800000	0	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	1	0
chr01	2800000	2810000	0	1	2	1	5	2	1	2	1	1	2	5	2	3	1	1	5	1	0
chr01	2810000	2820000	0	0	0	0	4	1	0	0	0	0	6	4	4	0	0	0	4	0	0
chr01	2820000	2830000	0	1	1	1	4	2	1	0	1	1	3	4	3	1	1	1	7	1	0
chr01	2830000	2840000	0	0	0	0	5	0	0	0	0	0	2	4	2	0	0	0	5	0	0
chr01	2840000	2850000	0	0	0	0	7	2	0	1	0	0	4	7	6	0	0	0	11	0	0
chr01	2850000	2860000	0	1	1	1	3	1	1	1	1	1	3	2	2	1	1	1	2	1	0
chr01	2860000	2870000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr01	2870000	2880000	0	0	1	0	6	0	1	0	0	0	4	6	5	0	0	0	7	1	4
chr01	2880000	2890000	0	2	1	1	3	2	1	2	1	1	1	4	2	1	1	1	4	1	1
chr01	2890000	2900000	0	0	0	0	3	0	0	0	0	0	0	4	2	0	0	0	3	0	0
chr01	2900000	2910000	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	2	0	0
chr01	2910000	2920000	0	2	2	2	6	2	2	2	2	2	3	7	2	2	2	2	3	2	2
chr01	2920000	2930000	0	0	0	0	5	0	0	0	0	0	2	5	2	0	0	0	4	0	0
chr01	2930000	2940000	0	0	0	0	3	0	0	0	0	0	2	2	3	0	0	0	2	0	0
chr01	2940000	2950000	0	0	0	0	3	1	0	0	1	1	3	3	3	0	0	0	3	0	0
chr01	2950000	2960000	0	0	0	1	8	0	0	0	0	0	2	8	2	0	1	1	9	0	0
chr01	2960000	2970000	0	1	1	0	3	1	1	1	1	1	2	3	2	1	1	1	4	0	0
chr01	2970000	2980000	0	1	1	1	3	1	1	1	1	1	3	3	5	1	1	1	4	1	1
chr01	2980000	2990000	0	0	0	0	4	0	0	0	0	0	0	3	1	0	0	0	4	0	0
chr01	2990000	3000000	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	4	0	0
chr01	3000000	3010000	0	1	1	1	11	2	1	1	1	1	8	7	2	1	1	1	11	1	1
chr01	3010000	3020000	0	2	1	0	3	1	1	1	1	1	1	3	1	1	1	0	2	1	1
chr01	3020000	3030000	0	0	0	0	3	0	0	0	0	0	1	3	1	0	0	1	1	0	0
chr01	3030000	3040000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0
chr01	3040000	3050000	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0	0	2	0	0
chr01	3050000	3060000	0	0	0	1	4	1	0	0	1	0	3	4	5	0	0	1	5	0	0
chr01	3060000	3070000	0	0	0	0	4	0	0	0	0	0	2	4	4	0	0	0	5	0	0
chr01	3070000	3080000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0
chr01	3080000	3090000	0	0	0	0	5	1	0	0	0	0	3	5	4	0	0	0	5	0	0
chr01	3090000	3100000	0	0	0	0	3	0	0	0	0	0	1	3	2	0	0	0	5	0	0
chr01	3100000	3110000	0	0	0	1	4	0	0	0	0	0	1	4	3	0	0	1	5	0	0
chr01	3110000	3120000	0	1	1	2	8	1	1	1	1	1	3	8	8	1	1	2	8	1	1
chr01	3120000	3130000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0
chr01	3130000	3140000	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	4	0	0
chr01	3140000	3150000	0	0	0	1	2	1	0	0	2	1	2	2	1	0	0	1	2	0	0
chr01	3150000	3160000	0	0	0	0	5	0	0	0	0	0	2	5	4	0	0	0	5	0	0
chr01	3160000	3170000	0	0	0	0	5	1	0	0	0	0	1	6	1	0	0	0	7	0	0
chr01	3170000	3180000	0	1	1	1	4	2	1	1	1	1	3	4	4	1	1	1	5	1	1
chr01	3180000	3190000	0	0	0	0	2	1	0	0	0	0	2	2	3	0	0	0	3	0	0
chr01	3190000	3200000	0	0	0	1	9	0	0	0	0	0	7	9	5	0	0	1	7	0	0
chr01	3200000	3210000	0	1	1	1	6	1	1	1	1	1	5	6	7	0	1	1	5	1	1
chr01	3210000	3220000	0	0	0	0	3	0	0	0	0	0	1	3	1	0	0	0	3	0	0
chr01	3220000	3230000	0	0	0	0	4	0	0	0	0	0	5	3	2	0	0	0	5	0	0
chr01	3230000	3240000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr01	3240000	3250000	0	1	1	3	6	3	1	1	3	2	5	6	3	1	1	3	6	1	1
chr01	3250000	3260000	0	3	4	1	9	2	3	3	3	3	5	8	6	3	3	1	7	3	3
chr01	3260000	3270000	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0
chr01	3270000	3280000	0	0	0	0	3	0	0	0	0	0	1	3	4	0	0	0	2	0	0
chr01	3280000	3290000	0	0	0	0	2	0	0	0	0	0	1	2	2	0	0	0	1	0	0
chr01	3290000	3300000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr01	3300000	3310000	0	1	0	1	4	1	2	1	0	0	5	4	2	0	0	1	5	0	0
chr01	3310000	3320000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0
chr01	3320000	3330000	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	0	0
chr01	3330000	3340000	0	1	1	1	9	1	1	1	2	1	2	9	3	1	1	1	9	1	1
chr01	3340000	3350000	0	0	0	0	7	0	0	0	1	0	0	6	4	0	0	0	6	0	0
chr01	3350000	3360000	0	0	0	0	3	0	0	0	0	0	1	3	1	0	0	0	4	0	0
chr01	3360000	3370000	0	0	0	0	4	0	0	0	0	0	1	5	1	0	0	0	4	0	0
chr01	3370000	3380000	0	0	0	0	8	0	0	0	0	0	0	8	4	0	0	0	5	0	1
chr01	3380000	3390000	0	1	1	1	17	2	1	1	1	1	13	16	4	1	1	1	13	1	1
chr01	3390000	3400000	0	1	1	2	4	2	1	1	1	1	2	3	2	1	1	1	4	1	1
chr01	3400000	3410000	0	1	1	1	1	1	1	1	1	0	2	1	2	1	1	1	4	1	1
chr01	3410000	3420000	0	1	1	1	14	1	1	1	1	1	2	17	6	1	1	1	41	1	1
chr01	3420000	3430000	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	2	0	0
chr01	3430000	3440000	0	1	1	1	7	1	1	1	2	1	1	7	2	1	1	1	6	1	1
chr01	3440000	3450000	0	1	1	1	8	1	1	1	1	0	5	7	2	1	1	1	9	1	1
chr01	3450000	3460000	0	0	0	0	6	0	0	0	0	0	2	6	3	0	0	0	5	0	0
chr01	3460000	3470000	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	3	0	0
chr01	3470000	3480000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
chr01	3480000	3490000	0	0	0	0	2	1	0	0	0	0	3	2	2	0	0	0	2	0	0
chr01	3490000	3500000	0	2	2	2	6	2	3	2	2	2	4	6	4	2	2	3	3	2	3
chr01	3500000	3510000	0	0	1	1	5	2	0	1	1	1	5	5	5	0	0	1	6	0	0
chr01	3510000	3520000	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
chr01	3520000	3530000	0	2	2	4	5	3	2	2	2	2	3	6	26	2	2	2	5	2	2
chr01	3530000	3540000	0	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	1
chr01	3540000	3550000	0	0	0	0	4	0	0	0	0	0	2	4	4	0	0	0	4	0	0
chr01	3550000	3560000	0	0	0	0	3	0	0	0	0	0	1	2	3	0	0	0	3	0	0
chr01	3560000	3570000	0	0	0	0	3	0	0	0	0	0	2	3	2	0	0	0	4	0	0
chr01	3570000	3580000	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0
chr01	3580000	3590000	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	3	0	0
chr01	3590000	3600000	0	0	0	1	1	1	0	0	3	0	3	1	1	0	0	1	2	0	0
chr01	3600000	3610000	0	0	0	0	3	0	0	0	0	0	2	3	2	0	0	0	6	0	0
chr01	3610000	3620000	0	0	0	0	5	0	0	0	0	0	1	5	1	0	0	0	5	0	0
chr01	3620000	3630000	0	1	1	2	6	1	1	1	1	1	4	6	3	1	0	2	7	1	1
chr01	3630000	3640000	0	0	0	1	1	1	0	0	0	0	1	2	1	0	0	1	1	0	0
chr01	3640000	3650000	0	1	1	1	4	1	1	1	2	1	2	4	1	1	1	1	4	1	1
chr01	3650000	3660000	0	0	0	0	5	0	0	0	0	0	2	5	2	0	0	0	3	0	0
chr01	3660000	3670000	0	1	0	1	2	1	0	1	1	1	3	4	4	1	0	1	5	0	1
chr01	3670000	3680000	0	1	1	1	9	1	1	1	1	1	6	7	6	1	1	1	5	1	1
chr01	3680000	3690000	0	0	0	0	4	0	0	0	0	0	3	5	2	0	0	0	5	0	0
chr01	3690000	3700000	0	0	0	0	4	0	0	1	0	0	3	4	5	1	0	0	5	0	0
chr01	3700000	3710000	0	1	1	0	3	1	1	1	1	1	2	3	3	1	1	1	3	1	1
chr01	3710000	3720000	0	0	0	0	4	0	0	0	0	0	2	4	2	0	0	0	7	0	0
chr01	3720000	3730000	0	1	1	3	9	4	1	3	3	1	4	10	7	2	0	3	9	1	3
chr01	3730000	3740000	0	1	1	1	11	2	1	1	0	1	3	11	2	1	2	1	7	1	1
chr01	3740000	3750000	0	0	0	1	6	2	0	0	0	0	2	6	4	0	0	1	6	0	0
chr01	3750000	3760000	0	0	0	1	1	1	0	0	0	0	3	1	10	0	0	1	4	0	0
chr01	3760000	3770000	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
chr01	3770000	3780000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
chr01	3780000	3790000	0	0	0	0	4	0	0	0	0	0	1	4	1	1	0	0	2	0	0
chr01	3790000	3800000	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	2	0	0
chr01	3800000	3810000	0	1	1	1	3	1	1	1	1	1	2	3	1	1	1	1	4	1	1
chr01	3810000	3820000	0	2	2	2	4	3	2	2	1	2	7	4	4	2	2	2	7	2	2
chr01	3820000	3830000	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
chr01	3830000	3840000	0	0	0	1	2	0	0	0	0	0	3	3	2	0	0	0	3	0	0
chr01	3840000	3850000	0	0	0	0	1	0	0	0	0	0	3	2	2	0	0	0	2	0	0
chr01	3850000	3860000	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	2	0	0
chr01	3860000	3870000	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0
chr01	3870000	3880000	0	0	0	0	4	0	0	0	0	0	1	4	0	0	0	0	4	0	0
chr01	3880000	3890000	0	0	0	0	2	0	0	0	0	0	3	2	3	0	0	0	5	0	0
chr01	3890000	3900000	0	0	0	1	2	0	0	0	0	0	4	2	1	0	0	1	5	0	0
chr01	3900000	3910000	0	1	1	1	6	2	1	1	1	1	2	6	4	1	1	1	7	1	1
chr01	3910000	3920000	0	1	1	1	4	1	1	1	1	1	1	4	4	1	2	1	4	1	1
chr01	3920000	3930000	0	1	1	2	5	2	1	1	1	1	2	4	2	1	1	2	3	1	1
chr01	3930000	3940000	0	0	0	1	4	1	0	0	0	0	3	4	5	0	0	1	4	0	0
chr01	3940000	3950000	0	0	0	1	1	1	0	0	0	0	2	1	3	0	0	1	1	0	1
chr01	3950000	3960000	0	0	0	1	1	0	0	0	0	0	1	1	2	0	0	1	4	0	0
chr01	3960000	3970000	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0
chr01	3970000	3980000	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	4	0	0
chr01	3980000	3990000	0	0	0	1	3	0	0	0	1	0	3	2	2	1	0	1	3	0	0
chr01	3990000	4000000	0	0	0	0	3	0	0	0	0	0	5	3	2	0	0	0	5	0	0
chr01	4000000	4010000	0	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1
chr01	4010000	4020000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr01	4020000	4030000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr01	4030000	4040000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr01	4040000	4050000	0	2	2	2	2	2	2	2	2	1	2	3	5	2	2	2	4	2	1
chr01	4050000	4060000	0	1	1	1	4	3	1	1	1	2	4	4	4	1	1	1	4	2	3
chr01	4060000	4070000	0	0	0	0	3	0	0	0	0	0	4	3	2	0	0	0	5	0	0
chr01	4070000	4080000	0	1	1	1	4	1	1	1	1	1	2	5	2	1	1	1	7	1	1
chr01	4080000	4090000	0	0	0	1	4	1	0	0	0	0	2	4	2	0	0	1	4	0	0
chr01	4090000	4100000	0	0	0	0	5	1	0	0	0	0	3	6	5	0	0	0	4	0	0
chr01	4100000	4110000	0	0	0	1	3	0	0	0	0	0	2	2	2	0	0	1	5	0	0
chr01	4110000	4120000	0	0	0	1	4	0	0	0	0	0	1	4	1	0	0	0	2	0	0
chr01	4120000	4130000	0	0	0	0	2	0	0	0	1	0	2	2	3	0	0	0	3	0	0
chr01	4130000	4140000	0	0	0	1	5	1	0	0	1	0	3	5	5	1	1	1	8	0	1
chr01	4140000	4150000	0	0	0	1	1	0	0	0	0	0	1	1	2	0	0	1	5	0	0
chr01	4150000	4160000	0	0	0	0	3	0	0	0	0	0	1	3	2	0	0	0	0	0	1
chr01	4160000	4170000	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	2	0	0
chr01	4170000	4180000	0	0	0	0	12	0	0	0	0	0	2	12	4	0	0	0	5	0	0
chr01	4180000	4190000	0	1	1	1	3	2	1	1	1	1	2	3	4	1	1	1	5	1	2
chr01	4190000	4200000	0	1	0	1	3	1	1	1	1	1	0	3	2	1	1	1	2	1	1
chr01	4200000	4210000	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
chr01	4210000	4220000	0	0	0	0	2	0	0	0	0	0	1	2	2	0	0	0	3	0	0
chr01	4220000	4230000	0	0	0	0	3	1	0	1	0	0	2	3	2	0	0	0	3	0	0
chr01	4230000	4240000	0	0	0	0	2	0	0	0	0	0	3	2	2	0	0	0	2	0	0
chr01	4240000	4250000	0	1	0	0	7	0	0	0	0	0	4	7	4	0	0	0	8	0	0
chr01	4250000	4260000	0	0	0	0	4	0	0	0	1	0	1	4	1	0	0	0	6	0	0
chr01	4260000	4270000	0	1	1	1	3	1	1	1	1	2	4	3	3	1	1	1	3	1	1
chr01	4270000	4280000	0	0	0	0	2	0	0	0	0	0	2	2	3	0	0	0	2	0	0
chr01	4280000	4290000	0	0	0	0	6	0	0	0	0	0	2	6	2	0	0	0	4	0	0
chr01	4290000	4300000	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	1	3	0	0
chr01	4300000	4310000	0	0	0	0	2	0	0	0	0	0	1	3	2	0	0	0	4	0	0
chr01	4310000	4320000	0	0	0	0	3	0	0	0	0	0	1	3	3	0	0	0	7	0	0
chr01	4320000	4330000	0	0	0	1	4	1	0	0	1	0	3	4	2	0	0	1	4	0	0
chr01	4330000	4340000	0	0	0	0	5	0	0	0	0	0	3	5	1	0	0	0	3	0	0
chr01	4340000	4350000	0	0	0	0	5	0	0	0	0	0	4	6	1	0	0	0	4	0	0
chr01	4350000	4360000	0	4	3	3	9	3	2	4	3	3	9	8	5	3	3	3	8	3	3
chr01	4360000	4370000	0	1	1	2	5	2	2	1	2	1	2	4	4	1	1	2	6	1	1
chr01	4370000	4380000	0	2	2	2	4	2	2	2	2	2	3	4	2	2	2	2	4	2	2
chr01	4380000	4390000	0	0	0	1	4	1	0	0	1	0	1	4	0	0	0	1	1	0	0
chr01	4390000	4400000	0	1	1	1	4	1	0	0	1	1	1	5	2	1	1	1	6	1	1
chr01	4400000	4410000	0	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	2	1	1
chr01	4410000	4420000	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	0
chr01	4420000	4430000	0	0	0	0	1	0	0	0	0	0	3	3	1	0	0	0	1	0	1
chr01	4430000	4440000	0	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	5	1	1
chr01	4440000	4450000	0	0	1	0	4	1	0	0	0	0	3	2	2	0	0	0	2	1	0
chr01	4450000	4460000	0	0	0	0	5	0	0	0	1	0	3	6	2	0	0	0	7	0	0
chr01	4460000	4470000	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	3	0	0
chr01	4470000	4480000	0	0	0	0	3	0	0	0	0	0	2	2	1	0	0	0	3	0	0
chr01	4480000	4490000	0	3	2	3	7	3	2	3	3	2	3	5	3	3	3	3	8	2	2
chr01	4490000	4500000	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
chr01	4500000	4510000	0	0	0	0	5	0	0	0	1	0	2	5	2	0	0	0	6	0	0
chr01	4510000	4520000	0	0	0	0	4	0	0	0	0	0	0	2	1	0	0	0	1	0	0
chr01	4520000	4530000	0	1	1	3	6	1	1	1	3	1	4	5	7	1	1	3	6	1	1
chr01	4530000	4540000	0	0	0	0	3	0	0	0	0	0	2	2	4	0	0	1	7	0	0
chr01	4540000	4550000	0	0	0	1	2	1	0	1	1	0	3	4	3	1	1	2	2	0	1
chr01	4550000	4560000	0	0	0	1	5	1	0	0	1	0	6	5	3	0	0	1	4	0	0
chr01	4560000	4570000	0	2	2	3	5	1	34	2	1	1	2	3	2	1	1	1	5	2	1
chr01	4570000	4580000	0	0	0	7	7	0	3	0	0	0	3	6	1	0	0	0	6	0	0
chr01	4580000	4590000	0	2	2	2	8	2	2	2	2	2	5	8	3	2	2	2	8	2	2
chr01	4590000	4600000	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0
chr01	4600000	4610000	0	0	0	0	3	0	0	0	0	0	2	2	1	0	0	0	1	0	0
chr01	4610000	4620000	0	0	0	0	4	0	0	0	0	0	3	3	5	0	0	0	4	0	0
chr01	4620000	4630000	0	1	1	1	3	1	1	1	1	1	3	3	2	1	1	1	1	1	1
chr01	4630000	4640000	0	1	1	1	6	1	1	1	1	1	3	6	3	1	1	1	6	1	1
chr01	4640000	4650000	0	0	0	1	3	1	0	0	1	0	4	3	3	0	0	1	5	0	0
chr01	4650000	4660000	0	0	0	0	6	0	0	0	0	0	3	5	2	0	0	0	4	0	0
chr01	4660000	4670000	0	1	1	2	3	1	1	1	2	1	1	6	2	1	1	2	4	1	1
chr01	4670000	4680000	0	0	0	1	1	1	0	1	1	1	1	1	5	1	1	1	1	0	1
chr01	4680000	4690000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr01	4690000	4700000	0	1	1	1	3	1	0	0	1	0	4	4	3	1	0	1	4	1	0
chr01	4700000	4710000	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0
chr01	4710000	4720000	0	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	4	1	1
chr01	4720000	4730000	0	5	4	4	11	4	4	5	4	5	8	13	8	4	5	4	7	4	5
chr01	4730000	4740000	0	0	0	0	2	0	0	0	0	0	1	2	2	0	0	1	2	0	0
chr01	4740000	4750000	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
chr01	4750000	4760000	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
chr01	4760000	4770000	0	0	0	1	5	1	1	1	1	1	1	5	2	1	0	1	6	1	0
chr01	4770000	4780000	0	1	1	1	5	1	1	1	1	1	3	5	2	1	1	1	6	1	1
chr01	4780000	4790000	0	1	1	1	3	1	1	1	1	1	2	3	2	1	1	1	4	1	1
chr01	4790000	4800000	0	1	1	1	4	1	1	1	1	1	2	2	2	1	1	1	3	1	1
chr01	4800000	4810000	0	0	0	0	4	0	0	0	0	0	3	4	1	0	0	0	3	0	0
chr01	4810000	4820000	0	0	0	0	3	0	0	0	0	0	1	4	0	0	0	0	3	0	0
chr01	4820000	4830000	0	2	1	2	4	2	1	2	1	2	2	2	3	2	2	2	5	1	2
chr01	4830000	4840000	0	0	0	2	7	1	0	0	2	0	2	6	4	1	0	2	5	0	1
chr01	4840000	4850000	0	1	0	0	0	1	0	1	0	0	1	1	3	0	0	0	2	0	0
chr01	4850000	4860000	0	1	1	1	9	1	1	2	1	1	7	6	6	0	1	1	8	1	0
chr01	4860000	4870000	0	1	1	1	5	1	1	1	1	0	4	6	5	1	1	1	6	1	1
chr01	4870000	4880000	0	1	1	1	3	1	1	1	1	1	2	6	2	1	1	1	2	1	1
chr01	4880000	4890000	0	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	4	1	1
chr01	4890000	4900000	0	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	4	1	1
chr01	4900000	4910000	0	0	0	0	3	0	0	0	0	0	1	1	1	0	0	0	2	0	0
chr01	4910000	4920000	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0
chr01	4920000	4930000	0	0	0	1	2	1	0	0	1	0	2	2	2	0	0	1	2	0	1
chr01	4930000	4940000	0	1	1	2	4	2	1	1	2	0	3	5	4	1	1	2	5	1	1
chr01	4940000	4950000	0	2	2	1	4	1	2	2	1	2	3	6	3	2	2	1	3	2	2
chr01	4950000	4960000	0	0	1	1	2	0	0	1	1	0	3	3	3	1	0	0	3	0	1
chr01	4960000	4970000	0	0	0	1	6	0	0	0	1	0	1	4	1	0	1	3	3	0	0
chr01	4970000	4980000	0	0	0	0	3	0	0	0	0	0	2	4	1	0	0	1	0	0	0
chr01	4980000	4990000	0	1	1	1	5	1	1	1	1	1	4	4	2	1	2	4	1	1	1
chr01	4990000	5000000	0	2	2	3	6	1	2	2	3	2	5	5	5	2	2	5	3	1	2
chr01	5000000	5010000	0	1	0	1	4	1	0	1	1	1	6	4	4	1	1	4	0	0	1
chr01	5010000	5020000	0	0	0	5	4	0	0	0	0	0	0	4	2	0	0	4	0	0	0
chr01	5020000	5030000	0	0	0	0	5	0	0	0	0	0	4	4	5	0	0	4	0	0	0
chr01	5030000	5040000	0	2	1	1	6	1	1	1	1	1	4	7	3	1	1	8	1	1	1
chr01	5040000	5050000	0	3	0	2	5	2	0	0	2	0	2	4	3	0	0	5	2	0	0
chr01	5050000	5060000	0	2	0	0	3	0	0	1	0	0	1	4	2	0	0	4	0	0	0
chr01	5060000	5070000	0	1	0	0	1	1	0	0	0	0	1	2	1	0	0	1	0	0	0
chr01	5070000	5080000	0	3	0	1	6	0	0	0	1	0	2	5	3	0	0	8	1	1	0
chr01	5080000	5090000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr01	5090000	5100000	0	4	0	0	4	0	0	0	0	1	3	3	2	0	0	3	0	0	0
chr01	5100000	5110000	0	5	0	0	2	0	0	0	0	0	1	2	3	0	0	5	0	0	0
chr01	5110000	5120000	0	4	2	2	3	2	2	1	2	2	1	2	3	2	2	2	2	2	2
chr01	5120000	5130000	0	2	0	0	4	0	0	0	0	0	2	2	2	0	0	3	0	0	0
chr01	5130000	5140000	0	5	0	0	4	0	0	0	0	0	2	3	3	0	0	5	0	0	0
chr01	5140000	5150000	0	3	1	2	7	2	1	2	2	1	6	5	3	1	1	6	2	2	1
chr01	5150000	5160000	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr01	5160000	5170000	0	0	0	1	3	1	0	0	1	0	3	4	0	0	0	3	1	0	1
chr01	5170000	5180000	0	4	0	0	5	0	0	1	0	1	3	4	4	1	1	4	0	0	1
chr01	5180000	5190000	0	3	0	0	5	0	0	0	0	0	3	5	3	0	0	5	0	0	0
chr01	5190000	5200000	0	2	1	1	2	1	1	1	1	1	2	3	2	1	1	6	1	1	1
chr01	5200000	5210000	0	4	1	2	2	2	1	2	2	1	4	3	4	1	1	5	1	2	1
chr01	5210000	5220000	0	1	0	0	4	0	0	0	0	0	1	4	1	0	0	3	0	0	0
chr01	5220000	5230000	0	2	2	2	3	2	2	2	2	2	4	5	2	2	2	3	2	2	3
chr01	5230000	5240000	0	3	0	0	3	0	0	0	1	0	3	4	4	0	0	0	0	0	0
chr01	5240000	5250000	0	9	2	22	23	2	1	30	1	1	9	16	7	1	2	11	12	1	1
chr01	5250000	5260000	0	1	0	1	3	0	0	1	1	0	1	3	0	0	0	4	4	0	0
chr01	5260000	5270000	0	2	0	0	8	0	0	0	0	0	4	5	2	0	0	8	8	0	0
chr01	5270000	5280000	0	5	0	0	1	0	0	0	0	0	1	2	5	0	0	2	2	0	0
chr01	5280000	5290000	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	3	0	0
chr01	5290000	5300000	0	3	0	2	8	2	0	0	2	0	5	6	3	0	0	2	7	0	0
chr01	5300000	5310000	0	1	0	0	1	0	0	0	0	0	3	2	1	0	0	0	0	0	0
chr01	5310000	5320000	0	2	2	2	8	3	2	2	2	2	2	11	2	2	2	2	5	2	2
chr01	5320000	5330000	0	2	1	1	3	1	1	2	1	1	2	3	3	1	1	1	3	1	1
chr01	5330000	5340000	0	3	1	1	3	1	1	1	1	1	3	2	2	1	1	2	2	1	1
chr01	5340000	5350000	0	2	0	0	4	0	0	0	0	0	2	3	2	0	0	0	5	0	0
chr01	5350000	5360000	0	1	0	0	2	0	0	0	0	0	1	4	1	0	0	0	4	0	0
chr01	5360000	5370000	0	1	0	0	1	0	0	0	0	0	1	3	1	0	0	0	1	0	0
chr01	5370000	5380000	0	2	0	0	1	0	0	0	0	0	7	1	1	0	0	0	3	0	0
chr01	5380000	5390000	0	4	0	1	7	1	0	1	1	1	7	7	5	1	0	1	7	0	0
chr01	5390000	5400000	0	1	0	0	2	0	0	0	0	0	0	3	1	0	0	0	4	0	0
chr01	5400000	5410000	0	3	2	2	2	2	2	3	2	2	2	3	2	1	2	2	4	2	2
chr01	5410000	5420000	0	1	0	0	1	0	1	1	0	0	1	3	1	0	0	0	1	0	0
chr01	5420000	5430000	0	2	1	3	1	1	1	2	1	1	3	2	1	2	1	2	3	1	2
chr01	5430000	5440000	0	9	1	2	3	2	1	9	2	1	5	5	5	1	1	2	9	1	1
chr01	5440000	5450000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
chr01	5450000	5460000	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	2	0	0
chr01	5460000	5470000	0	4	1	2	5	2	1	3	2	1	4	4	5	1	1	2	5	1	1
chr01	5470000	5480000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr01	5480000	5490000	0	2	0	1	0	0	0	0	0	0	1	2	3	0	0	1	2	0	0
chr01	5490000	5500000	0	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	1	0	0
chr01	5500000	5510000	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr01	5510000	5520000	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0
chr01	5520000	5530000	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	3	0	0
chr01	5530000	5540000	0	1	1	1	0	1	1	2	1	1	2	3	3	2	2	1	4	0	2
chr01	5540000	5550000	0	1	0	1	0	1	0	1	1	0	1	3	2	0	0	1	2	0	0
chr01	5550000	5560000	0	1	0	2	0	1	0	0	1	0	2	4	1	0	0	2	5	0	0
